GEO,PARTNER,"PROPERTY 
CODE","PROPERTY
INFO / NOTES",VENDOR CODE,NAME,AREA,ADDRESS,ORDER #,BIKE BILLING,# OF BIKES,BIKE TYPE,"LOCK 
CODE",STORAGE LOCATION,BIKE START DATE,BIKE END DATE
1667,"360 Blue, LLC",WS151CS,Garage: 01510,40 * 437174,Coopersmith Beta,N-Watersound,151 Coopersmith Lane,1383,Monthly,5,Blue Tire 360 YOLO,0151,In garage.,10/31/2018,10/1/2022
1668,"360 Blue, LLC",WS210CS,,40 * 437174,Coopersmith Charlie,N-Watersound,210 Coopersmith Lane,N/A,Monthly,7,Blue Tire 360 YOLO,0210,,10/31/2018,10/5/2020
1669,"360 Blue, LLC",WS409CS,"Garage: 1234 Enter
Old name: Coopersmith Delta",40 * 437174,Sunset at 409,N-Watersound,409 Coopersmith Lane,1418,Monthly,5,Black Tire 360 YOLO,0409,In garage.,10/31/2018,9/16/2023
1670,"360 Blue, LLC",WS425CS,Old name: Coopersmith Golf,40 * 437174,,N-Watersound,425 Coopersmith Lane,2332,Monthly,6,Black Tire 360 YOLO,0425,Bike rack outside the garage.,10/27/2020,
1671,Royal,WEEKEND,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Weekend at Berni's,N-Watersound,425 Coopersmith Lane,N/A,Monthly,4,Generic TAXI,0425,,1/1/2018,10/31/2018
1672,"360 Blue, LLC",WS10TP,Old name: Tidepool Beta,40 * 437174,Moonstone,N-Watersound,10 Tidepool Lane,17541,Monthly,5,Black Tire 360 YOLO,0010,,6/19/2021,
1673,"360 Blue, LLC",WS24TP,"Garage: 00240
Old name: Tidepool Alpha",40 * 437174,Tidepool Treasures,N-Watersound,24 Tidepool Lane,29112,Monthly,5,Black Tire 360 YOLO,0024,In garage.,2/23/2021,
1674,Royal,8KEEL,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",8 Keel Court,N-Watersound,8 Keel Court,N/A,Monthly,4,Royal TAXI,0008,,6/5/2019,9/22/2021
1675,"360 Blue, LLC",WS17KC,"Garage: 0017 enter
Old name: Keel Alpha",40 * 437174,,N-Watersound,17 Keel Court,1386,Monthly,7,Black Tire 360 YOLO,0017,In left side of garage.,10/31/2018,
1676,"360 Blue, LLC",WS22KC,,40 * 437174,Keel Bravo,N-Watersound,22 Keel Court,1397,Monthly,5,Blue Tire 360 YOLO,0022,,5/8/2019,3/1/2022
1677,Exclusive,WS31,,,Flagship of Watersound,N-Watersound,31 Keel Court,1591,Monthly,4,Exclusive TAXI,0031,,7/3/2020,
1678,"360 Blue, LLC",WS45MAD,,40 * 437174,WS45MAD,N-Watersound,45 Madaket Way,N/A,Monthly,6,Blue Tire 360 YOLO,0045,,1/1/2018,8/4/2018
1679,Royal,45 Madaket Way,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",45 Madaket Way,N-Watersound,45 Madaket Way,N/A,Monthly,6,Generic TAXI,0045,,10/31/2018,8/14/2019
1680,Royal,30YACHT,Garage: 2002,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",The Feathered Nest,N-Watersound,30 Yacht Pond Lane,57404,Monthly,6,Royal TAXI,0030,,5/24/2023,
1681,"360 Blue, LLC",WS39YP,Old name: Yacht Pond Foxtrot,40 * 437174,Beach Blessings,N-Watersound,39 Yacht Pond Lane,29321,Monthly,6,Black Tire 360 YOLO,0039,,10/18/2020,
1682,Royal,BBLESSIN,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Beach Blessings,N-Watersound,39 Yacht Pond Lane,N/A,Monthly,6,Royal TAXI,0039,,10/31/2018,10/21/2020
1683,"360 Blue, LLC",WS72YPL,,40 * 437174,Yacht Pond Alpha,N-Watersound,72 Yacht Pond Lane,1430,Monthly,5,Blue Tire 360 YOLO,0072,,10/31/2018,8/6/2022
1684,"360 Blue, LLC",WS97YP,"Garage: 7292
Old name: Yacht Pond Golf",40 * 437174,,N-Watersound,97 Yacht Pond Lane,6003,Monthly,5,Black Tire 360 YOLO,0097,In garage.,3/20/2021,
1685,"360 Blue, LLC",WS232YP,,40 * 437174,Yacht Pond Beta,N-Watersound,232 Yacht Pond Lane,N/A,Monthly,4,Blue Tire 360 YOLO,0232,,10/31/2018,4/17/2020
1686,"Dune Real Estate Company, LLC",You Are My Sunshine | 242 Yacht Pond Lane E.,,,You Are My Sunshine,N-Watersound,242 Yacht Pond Lane,31756,Monthly,6,Dune TAXI,0242,,3/14/2022,
1687,"360 Blue, LLC",WS284YP,,40 * 437174,Yacht Pond Echo,N-Watersound,284 Yacht Pond Lane,21986,Monthly,5,Blue Tire 360 YOLO,0284,,7/25/2019,1/10/2022
1688,"360 Blue, LLC",WS152YP,Old name: Yacht Pond Delta,40 * 437174,Sea-Glass,N-Watersound,152 E Yacht Pond Lane,1384,Monthly,5,Black Tire 360 YOLO,0152,,1/25/2019,
1689,Royal,SEAOFWAT,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Sea-Glass Watersound,N-Watersound,152 E Yacht Pond Lane,N/A,Monthly,6,Generic TAXI,0152,,10/31/2018,1/14/2019
1690,"360 Blue, LLC",WS224YP,"Garage: 3039 enter
Old name: Yacht Pond Beta",40 * 437174,Serenity Breeze,N-Watersound,224 E Yacht Pond Lane,1394,Monthly,5,Black Tire 360 YOLO,0224,In garage.,5/21/2020,
1691,"360 Blue, LLC",WS242YP,,40 * 437174,Yacht Pond Charlie,N-Watersound,242 E Yacht Pond Lane,1402,Monthly,6,Blue Tire 360 YOLO,0242,Bike rack on left side of garage,12/7/2018,3/10/2022
1692,"360 Blue, LLC",WS5SC,"Garage Code: 05130 enter
Old name: Signal Beta",40 * 437174,,N-Watersound,5 Signal Court,1428,Monthly,5,Black Tire 360 YOLO,0005,In garage.,12/1/2018,
1693,Royal,5 SIGNAL,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",5 Signal,N-Watersound,5 Signal Court,N/A,Monthly,2,Generic TAXI,0005,,1/1/2018,11/30/2018
1694,Royal,8QUARTER,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",8 Quarter Moon Lane,M-Watersound West,8 Quarter Moon Lane,N/A,Monthly,0,Generic TAXI,0008,,1/1/2018,2/10/2018
1695,"Dune Real Estate Company, LLC",13 QUARTER MOON LANE,,,13 QUARTER MOON LANE,M-Watersound West,13 Quarter Moon Lane,N/A,Monthly,3,Generic TAXI,0013,,1/1/2018,3/18/2018
1696,"360 Blue, LLC",WSW20QM,,40 * 437174,QM Alpha,M-Watersound West,20 Quarter Moon Lane,N/A,Monthly,3,Blue Tire 360 YOLO,0020,,10/31/2018,12/1/2021
1697,Royal,PEACEFUL,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Peaceful Easy Feeling,M-Watersound West,27 Quarter Moon Lane,N/A,Monthly,2,30A w/ Yellow,0027,,10/31/2018,3/27/2019
1698,Royal,SOCHARM,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Southern Charm,M-Watersound West,33 Quarter Moon Lane,2070,Monthly,2,Royal TAXI,0033,,10/31/2018,
1699,"Oversee Rentals, LLC",2ABOR1,"Watersound West Gate Code: #0522
Garage code 5235 enter",,Bella Vida,M-Watersound West,8 Half Moon Lane,48725,Monthly,4,Oversee YOLO,0008,In garage.,11/4/2022,6/25/2023
1700,"Dune Real Estate Company, LLC",25 Half Moon Lane,,,25 Half Moon Lane,M-Watersound West,25 Half Moon Lane,9303,Monthly,4,Dune TAXI,0025,,3/14/2021,
1701,"Dune Real Estate Company, LLC",25 Half Moon Lane,,,25 Half Moon Lane,M-Watersound West,25 Half Moon Lane,N/A,Monthly,4,Dune YOLO,0025,,10/31/2018,11/30/2020
1702,Callista Vacation Rentals,WSW25FM,"Gate: #0101
Garage: 2025 ENTER.",112 * 697410,Full Moon Alpha,M-Watersound West,25 Full Moon Lane,1470,Monthly,4,Vacayzen New Wave,0025,In garage.,10/31/2018,
1703,XPLORIE,30A BH The Blue Angel,,"House: 23 * 770179
Garage: 1288",Blue Angel,M-Watersound West,26 Full Moon Lane,54298,Monthly,4,2022 Vacayzen TAXI,0026,In garage.,4/11/2023,
1704,XPLORIE,30A BH Gigi at the Coast,,"House: 23 * 770179
Garage: 1288",Gigi's at the Coast,M-Watersound West,40 Full Moon Lane,50818,Monthly,4,2022 Vacayzen TAXI,0040,In garage.,3/1/2023,
1705,Callista Vacation Rentals,WSW10Bl,,112 * 697410,Blue Moon Alpha,M-Watersound West,10 Blue Moon Lane,52058,Monthly,5,Vacayzen New Wave,0010,,3/13/2023,
1706,Callista Vacation Rentals,WSW10Bl,,112 * 697410,Blue Moon Alpha,M-Watersound West,10 Blue Moon Lane,1467,Monthly,5,Callista YOLO,0010,,10/31/2018,1/26/2023
1707,"360 Blue, LLC",WSW46TH,,40 * 437174,Tumblehome Alpha,M-Watersound West,46 Tumblehome Way,N/A,Monthly,4,Blue Tire 360 YOLO,0046,,10/31/2018,11/30/2019
1708,Royal,PARAFND,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Paradise Found,M-Watersound West,110 Tumblehome Way,31057,Monthly,4,Royal TAXI,0110,,3/4/2022,
1709,"Dune Real Estate Company, LLC",Bella Veranda | 110 Tumblehome Way (4br/4ba),,,Bella Veranda,M-Watersound West,110 Tumblehome Way,N/A,Monthly,4,Dune YOLO,0110,,5/20/2019,1/17/2022
1710,Royal,SEAGLASS,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Sea Glass,M-Watersound West,124 Tumblehome Way,N/A,Monthly,3,Generic TAXI,0124,,1/1/2018,4/9/2018
1711,Exclusive,WS176,,,Tumblehome,M-Watersound West,176 Tumblehome Way,21954,Monthly,4,Exclusive TAXI,0176,,7/28/2021,
1712,Royal,GRACE,Garage: #3535,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Grace Abounds,M-Watersound West,246 Tumblehome Way,2031,Monthly,4,Royal TAXI,0246,In garage.,10/31/2018,8/10/2023
1713,Royal,349TUMBL,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",349 Tumblehome Way,M-Watersound West,349 Tumblehome Way,N/A,Monthly,4,Royal TAXI,0349,,10/31/2018,9/12/2020
1714,Royal,Paradise Found,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Paradise Found,M-Watersound West,365 Tumblehome Way,6065,Monthly,0,Generic TAXI,0365,,1/1/2018,8/22/2018
1715,Callista Vacation Rentals,WSW193AR,,112 * 697410,Anchor Alpha,M-Watersound West,193 Anchor Rode Circle,1468,Monthly,3,Callista YOLO,0193,,10/31/2018,4/18/2023
1716,"360 Blue, LLC",WSW10CH,,40 * 437174,WSW10CH,M-Watersound West,10 Clove Hitch Lane,N/A,Monthly,4,Blue Tire 360 YOLO,0010,,1/1/2018,10/30/2018
1717,"360 Blue, LLC",WSW14PM,,40 * 437174,Planters Moon Alpha,M-Watersound West,14 Planters Moon Court,N/A,Monthly,5,Blue Tire 360 YOLO,0014,,10/31/2018,8/3/2019
1718,Callista Vacation Rentals,WSW33PM,,112 * 697410,,M-Watersound West,33 Planters Moon Lane,59080,Monthly,4,Vacayzen New Wave,0033,,6/17/2023,
1719,Callista Vacation Rentals,WSW22SL,,112 * 697410,Sextant Alpha,M-Watersound West,22 Sextant Lane,49147,Monthly,5,Vacayzen New Wave,0022,,12/30/2022,
1720,"Oversee Rentals, LLC",2ASBF1,,,Sea D'Light,M-Watersound West,44 Sextant Lane,N/A,Monthly,4,Oversee YOLO,0044,,10/31/2018,4/9/2019
1721,"Dune Real Estate Company, LLC",7 Sheepshank Lane (4br/4.5ba),,,7 Sheepshank Lane (4br/4.5ba),M-Watersound West,7 Sheepshank Lane,N/A,Monthly,4,Dune YOLO,0007,,2/22/2021,8/14/2021
1722,XPLORIE,30A BH Watersound West,,"House: 23 * 770179
Garage: 1288",BH 30A Out of Office,M-Watersound West,61 Sheepshank Lane,51674,Monthly,4,2022 Vacayzen TAXI,0061,In garage,3/1/2023,8/9/2023
1723,Scenic Stays 30A LLC,68TD,Garage: 3952 enter,,Tresca Pines,L-Seagrove,68 Tresca Drive,9335,Monthly,6,2022 Vacayzen TAXI,0068,In garage.,3/11/2021,1/5/2023
1724,Scenic Stays 30A LLC,WB30A,,,Whitebird 30A,L-Seagrove,4439 E County Hwy 30A,2170,Paid,4,2022 Vacayzen TAXI,4439,,7/7/2020,12/12/2022
1725,Sandpiper,SALTYMER,,,Salty Mermaid,L-Seagrove,65 Dalton Drive,12852,Paid,2,2022 Vacayzen TAXI,0065,,5/29/2021,12/31/2022
1727,Sandpiper,SUNSAB,"Villas at Seagrove
Gate: 2244",,Sunshine Sabbatical,L-Seagrove,4341 E County Hwy 30A #A101,2161,Paid,2,2022 Vacayzen TAXI,1434,,3/1/2020,12/31/2022
1728,Sandpiper,SEALAV,"Villas at Seagrove
Gate: 2244",,Sea La Vie,L-Seagrove,4341 E County Hwy 30A #B101,2150,Paid,2,2022 Vacayzen TAXI,4341,,3/1/2020,12/31/2022
1729,Sandpiper,ARTSOL,,,Art + Sol,L-Seagrove,195 Cassine Gardens Circle #179,46778,Paid,2,2022 Vacayzen TAXI,0179,,9/12/2022,12/31/2022
1730,Sandpiper,KNOT,,,Knot on Call,L-Seagrove,273 Cassine Garden Circle,6078,Paid,2,2022 Vacayzen TAXI,0273,,2/22/2021,12/31/2022
1731,Sandpiper,DELMAR,,,Casa Del Mar,L-Seagrove,107 Cypress Grove Lane,6071,Paid,2,2022 Vacayzen TAXI,0107,,12/1/2020,12/31/2022
1732,Sandpiper,MAGNOLIA,,,Magnolia's House,L-Seagrove,37 N Myrtle Drive #201,9331,Paid,2,2022 Vacayzen TAXI,0201,At the bike rack in the front of the house.,3/30/2021,12/31/2022
1733,Sandpiper,PARADISE,,,Paradise Cove,L-Seagrove,26 Nature Way #100,2141,Paid,2,2022 Vacayzen TAXI,0026,,9/3/2020,12/31/2022
1734,Royal,SGBS7,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Seagrove Beachside 7,L-Seagrove,3692 E County Hwy 30A #7,30553,Monthly,2,Royal TAXI,0007,Must be locked to bike rack.,3/5/2022,12/31/2022
1735,Sandpiper,SUGARMAG,Main House,,Sugar Magnolia,L-Seagrove,3245 E County Hwy 30A,2159,Paid,2,2022 Vacayzen TAXI,3245,Front porch.,3/1/2020,12/31/2022
1736,Sandpiper,SUGAREE,Carriage House,,Sugaree,L-Seagrove,3245 E County Hwy 30A,2158,Paid,2,2022 Vacayzen TAXI,3245,Behind carriage house.,3/1/2020,12/31/2022
1737,Scenic Stays 30A LLC,160 N Andalusia,,,160 N Andalusia,L-Seagrove,160 N Andalusia Avenue,3105,Paid,0,2022 Vacayzen TAXI,0160,,1/23/2021,3/11/2021
1738,Sandpiper,HEAVENSUN,,,Heavenly Sunshine,L-Seagrove,369 N Andalusia Avenue,2131,Paid,2,2022 Vacayzen TAXI,0369,,3/1/2020,12/31/2022
1739,Sandpiper,DOWN,,,Down Time,L-Seagrove,489 N Andalusia Avenue,29518,Paid,2,2022 Vacayzen TAXI,0489,,1/28/2022,12/31/2022
1740,Royal,51ANDALU,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Sunsational,L-Seagrove,51 S Andalusia Avenue,52912,Monthly,8,Royal TAXI,0051,,3/24/2023,
1741,Sandpiper,OFFHOOK,,,Off The Hook,L-Seagrove,56 W Grove Avenue,2140,Paid,2,2022 Vacayzen TAXI,0056,,3/1/2020,12/31/2022
1742,Sandpiper,LOLLY,,,Lollypop House,L-Seagrove,186 W Grove Avenue,2135,Paid,2,2022 Vacayzen TAXI,0186,,3/1/2020,12/31/2022
1743,Sandpiper,SEAHAB,,,Seahabilitation,L-Seagrove,282 W Grove Avenue,9329,Paid,2,2022 Vacayzen TAXI,0282,,3/11/2021,12/31/2022
1744,Sandpiper,BEAUTHAV,,,Beautiful Haven,L-Seagrove,251 Forest Street,2102,Paid,2,2022 Vacayzen TAXI,0251,,3/1/2020,12/31/2022
1745,Sandpiper,MAR,,,Martini Time,L-Seagrove,332 Forest Street,2136,Paid,2,2022 Vacayzen TAXI,0332,,3/1/2020,12/31/2022
1746,Sandpiper,BEACHHAV,,,Beach Haven,L-Seagrove,46 Roberts Way,2100,Paid,2,2022 Vacayzen TAXI,0046,,3/1/2020,12/31/2022
1747,Royal,2669E30A,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",30A Mojo,L-Seagrove,2669 E County Hwy 30A,46353,Monthly,4,Royal TAXI,2669,,8/30/2022,
1748,"Benchmark Management, LLC",HAPPYO,,489145*(or 'checkmark')  Benchmark can open doors remotely if we call them. (850) 745-4555,12 Trae Lane,L-Seagrove,12 Trae Lane,N/A,Paid,4,Generic TAXI,0012,,10/31/2018,1/17/2019
1749,"Oversee Rentals, LLC",1AKKS1,,,Beach Girl,L-Seagrove,20 Trae Lane,N/A,Monthly,3,Oversee YOLO,0020,,10/31/2018,3/15/2019
1750,Scenic Stays 30A LLC,70TRAE,,,70 Trae Lane,L-Seagrove,70 Trae Lane,36713,Monthly,4,2022 Vacayzen TAXI,0070,,5/13/2022,
1751,Callista Vacation Rentals,SG10MAL,,112 * 697410,Mar-A-Lago Alpha,L-Seagrove,10 Mar-A-Lago Boulevard,49315,Monthly,3,2022 Vacayzen TAXI,0010,,12/22/2022,4/24/2023
1752,"Oversee Rentals, LLC",2CRBH1,,,Sandy Paradise,L-Seagrove,90 Mar-A-Lago Boulevard,1717,Monthly,4,Oversee YOLO,0090,,10/31/2018,6/25/2023
1753,Callista Vacation Rentals,SG69CDA,,112 * 697410,Cote D'Azur Alpha,L-Seagrove,69 Cote D'Azur Drive,48330,Monthly,4,Callista YOLO,0004,,10/20/2022,4/21/2023
1754,Exclusive,SEA37,Garage: 278200,,Seagrass Cottage,L-Seagrove,37 Eastern Lake Court,6031,Monthly,4,Exclusive TAXI,0037,In garage.,3/1/2020,
1755,30A Sea Story,Vitamin Sea,,,Vitamin Sea,L-Seagrove,68 Eastern Lake Court,3301,Paid,2,Generic TAXI,0068,,1/1/2022,4/3/2021
1756,30A Sea Story,Eastern Lake Court 76 (Seas the Day),,,Seas The Day,L-Seagrove,76 Eastern Lake Court,852,Paid,2,Generic TAXI,0076,,1/1/2022,1/2/2022
1757,Exclusive,SEA83,,,Sundial Cottage,L-Seagrove,83 Eastern Lake Court,1567,Monthly,2,LW TAXI,0083,,9/26/2020,3/29/2021
1758,Paradise Properties,Villa Paradiso,,,Villa Paradiso,L-Seagrove,114 Eastern Lake Court,58516,Monthly,4,Generic New wave,1140,,6/4/2023,9/9/2023
1759,Exclusive,SG128,Garage: 42380,,Pelican Pines,L-Seagrove,128 Eastern Lake Court,37094,Monthly,5,Exclusive TAXI,0128,In garage.,5/23/2022,
1760,Royal,128EAST,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Pelican Pines,L-Seagrove,128 Eastern Lake Court,1977,Monthly,6,Royal TAXI,0128,,5/15/2019,5/9/2022
1761,"360 Blue, LLC",SG181EL,"Garage: 1515 ENTER
Old name: Eastern Lake Foxtrot",40 * 437174,Off The Clock,L-Seagrove,181 Eastern Lake Road,5991,Monthly,9,Yellow 360 YOLO,0181,In garage.,7/3/2021,
1762,"360 Blue, LLC",SG189EL,,40 * 437174,Eastern Lake Charlie,L-Seagrove,189 Eastern Lake Road,N/A,Monthly,5,Blue Tire 360 YOLO,0189,,11/19/2019,1/2/2022
1763,Royal,285ESTRN,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Morning Dew,L-Seagrove,285 Eastern Lake Road,37023,Monthly,4,Royal TAXI,0285,,5/17/2022,2/13/2023
1764,"360 Blue, LLC",SG327EL,Old name: Eastern Lake Beta Cottage + Carriage,40 * 437174,Beach Please Main & Carriage House,L-Seagrove,327 Eastern Lake Road,1074,Monthly,7,Yellow 360 YOLO,0327,"In front of the garage doors, to the right hand side.",3/1/2018,
1765,"360 Blue, LLC",SG327ELM,Old name: Eastern Lake Beta Cottage,40 * 437174,Beach Please Main House,L-Seagrove,327 Eastern Lake Road,1076,Monthly,5,Yellow 360 YOLO,0327,,3/1/2018,
1766,"360 Blue, LLC",SG327ELC,Old name: Eastern Lake Beta Carriage,40 * 437174,Beach Please Carriage House,L-Seagrove,327 Eastern Lake Road,1075,Monthly,2,Yellow 360 YOLO,0327,,3/1/2018,
1767,"Oversee Rentals, LLC",2AECL1,,,As Far As The Eye Can Sea,L-Seagrove,335 Eastern Lake Road,N/A,Monthly,3,Oversee YOLO,0335,,10/31/2018,9/2/2020
1768,Royal,RIDERS,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Riders in the Sun,L-Seagrove,422 Eastern Lake Road,2056,Monthly,8,Royal TAXI,0422,,3/4/2019,
1769,"360 Blue, LLC",SG431EL,Old name: Eastern Lake Echo,40 * 437174,23 Palms,L-Seagrove,431 Eastern Lake Road,5999,Monthly,4,Yellow 360 YOLO,0431,,3/19/2021,
1770,"360 Blue, LLC",SG498EL,Upper (Main) & Lower (Carriage),40 * 437174,Wine'd Down,L-Seagrove,498 Eastern Lake Road,49099,Monthly,0,Yellow 360 YOLO,0498,,12/1/2022,
1771,"360 Blue, LLC",SG498ELU,Upper (Main),40 * 437174,Wine'd Down,L-Seagrove,498 Eastern Lake Road,58948,Monthly,4,Yellow 360 YOLO,0498,,12/1/2022,
1772,"360 Blue, LLC",SG498ELL,Lower (Carriage),40 * 437174,Wine'd Down,L-Seagrove,498 Eastern Lake Road,58945,Monthly,3,Yellow 360 YOLO,0498,,6/6/2023,
1773,"360 Blue, LLC",SG517EL,Old name: Eastern Lake Delta,40 * 437174,Bella Plage,L-Seagrove,517 Eastern Lake Road,1092,Monthly,5,Yellow 360 YOLO,0517,,9/1/2020,
1775,Exclusive,SEA637,,,Kokomo,L-Seagrove,637 Eastern Lake Road,4353,Monthly,4,Exclusive TAXI,0637,,3/1/2020,
1776,Royal,CR205,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Commodores Retreat 205,L-Seagrove,561 Eastern Lake Road #205,N/A,Monthly,2,Generic TAXI,0205,,1/1/2018,10/31/2018
1777,XPLORIE,Eastern Shores 108,,"House: 23 * 770179
Garage: 1288",Eastern Shores 108,L-Seagrove,595 Eastern Lake Road #108,50946,Monthly,4,2022 Vacayzen TAXI,0108,In garage.,3/1/2023,7/3/2023
1778,Paradise Properties,Eastern Shores - 206,,,Eastern Shores - 206,L-Seagrove,595 Eastern Lake Road #206,58539,Monthly,2,Generic New Wave,2060,,6/4/2023,
1779,"360 Blue, LLC",SG701EL,Old name: Eastern Lake Alpha,40 * 437174,Our Southern Charm,L-Seagrove,701 Eastern Lake Road,1100,Monthly,0,Yellow 360 YOLO,0701,,7/1/2019,
1780,"360 Blue, LLC",SG701ELL,Old name: Eastern Lake Alpha Up,40 * 437174,Our Southern Charm,L-Seagrove,701 Eastern Lake Road,1101,Monthly,3,Yellow 360 YOLO,0701,,7/1/2019,
1781,"360 Blue, LLC",SG701ELU,Old name: Eastern Lake Alpha Low,40 * 437174,,L-Seagrove,701 Eastern Lake Road,1102,Monthly,3,Yellow 360 YOLO,0701,,7/1/2019,
1782,Royal,BRNEYED,,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",Brown Eyed Girl,L-Seagrove,60 Shannon Drive,2017,Monthly,6,Royal TAXI,0060,,6/9/2020,
1783,"360 Blue, LLC",SG11AW,"ALAYA
Garage: 6789 Enter
Old name: Azzuro Alpha",40 * 437174,,L-Seagrove,11 Azzurro Way,35500,Monthly,5,Yellow 360 YOLO,0011,In garage.,4/27/2022,
1785,"360 Blue, LLC",SG23AW,"ALAYA
Garage : 1953 [Enter]",40 * 437174,,L-Seagrove,23 Azzurro Way,64813,Monthly,5,Yellow 360 YOLO,0023,In garage.,11/4/2023,
1786,"360 Blue, LLC",SG26AAW,"ALAYA 
Garage: 1950 Enter
Old name: Azzuro Beta",40 * 437174,,L-Seagrove,26 Azzurro Way #A,49153,Monthly,5,Yellow 360 YOLO,0026,In left garage for unit A.,3/1/2023,
1787,"360 Blue, LLC",SG26BAW,ALAYA ,40 * 437174,26B Azzurro Way,L-Seagrove,26 Azzurro Way #B,64374,Monthly,5,Yellow 360 YOLO,0026,In bike rack in the parking space next to the garage.,11/4/2023,
1788,"Oversee Rentals, LLC",2CALP1,,,Sea La Vie,L-Seagrove,11 Beachside Drive #533,1682,Monthly,3,Oversee YOLO,0533,On bike rack.,1/10/2019,6/25/2023
1789,30A Sea Story,Beachside Villas - Dodo Beach Escape,"Beachside Villas 222
Building 2",,Beachside Villas - Dodo Beach Escape,L-Seagrove,11 Beachside Drive #222,853,Paid,2,Generic TAXI,0222,,1/1/2022,2/2/2021
1790,XPLORIE,Beachside Villas 314,Beachside Villas 314,"House: 23 * 770179
Garage: 1288",Beachside Villas 314,L-Seagrove,11 Beachside Drive #314,50945,Monthly,4,2022 Vacayzen TAXI,0314,In garage.,3/1/2023,7/3/2023
1791,"Oversee Rentals, LLC",2CLLD1,Beachside Villas 412,,Beach Buzz,L-Seagrove,11 Beachside Drive #412,N/A,Monthly,2,Oversee YOLO,0412,,6/3/2021,12/7/2021
1792,"360 Blue, LLC",SG11BS,Beachside Villas 421,40 * 437174,Beachside Seagrove,L-Seagrove,11 Beachside Drive #421,1055,Monthly,3,Blue Tire 360 YOLO,0421,,10/31/2018,7/29/2022
1793,Exclusive,SG11-521,Beachside Villas 521,,After Dune Delight ,L-Seagrove,11 Beachside Drive #521,53160,Monthly,3,Exclusive TAXI,0521,In the bike rack between building 5 and 6,3/28/2023,
1794,"Oversee Rentals, LLC",2CKLF1,Beachside Villas 913,,Pale Snail,L-Seagrove,11 Beachside Drive #913,28364,Monthly,2,Oversee YOLO,0913,,2/8/2020,7/13/2022
1795,XPLORIE,Beachside Villas 1023,Beachside Villas 1023,"House: 23 * 770179
Garage: 1288",Beachside Villas 1023,L-Seagrove,11 Beachside Drive #1023,50944,Monthly,4,2022 Vacayzen TAXI,1023,In garage.,3/1/2023,7/3/2023
1796,Royal,42TRESCA,Door code: 3137,"Kaba: 84 * 919957 
Lockbox: 1534 or 3841",42 Tresca Lake,L-Seagrove,42 Tresca Lake Court,1994,Monthly,4,Royal TAXI,0042,,10/31/2018,5/5/2023
1797,"360 Blue, LLC",SG40TD,,40 * 437174,Tucked Away,L-Seagrove,40 Tresca Drive,49557,Monthly,6,Yellow 360 YOLO,0040,,1/12/2023,
1798,"360 Blue, LLC",SG62SR,Old name: San Roy Delta,40 * 437174,The Seapearl,L-Seagrove,62 San Roy Road,1097,Monthly,6,Yellow 360 YOLO,0062,,12/4/2019,5/5/2023
1799,"360 Blue, LLC",SG143SR,,40 * 437174,San Roy Charlie,L-Seagrove,143 San Roy Road,N/A,Monthly,6,Blue Tire 360 YOLO,0143,,5/1/2020,8/1/2020
1800,"360 Blue, LLC",SG167SR,"ALAYA
Lockbox: 0167",40 * 437174,Pura Vida,L-Seagrove,167 San Roy Road,49160,Monthly,7,Yellow 360 YOLO,0167,,4/28/2023,
1801,"360 Blue, LLC",SG167SR,,40 * 437174,Pura Vida,L-Seagrove,167 San Roy Road,1061,Monthly,4,Yellow 360 YOLO,0167,,12/15/2018,12/6/2022
1802,"Oversee Rentals, LLC",1AALR1,,,Pura Vida,L-Seagrove,167 San Roy Road,N/A,Monthly,4,Oversee YOLO,0167,,1/1/2018,10/31/2018
1803,"360 Blue, LLC",SG177SR,"Gate: 10360
Old name: San Roy Alpha",40 * 437174,Our Happy Place,L-Seagrove,177 San Roy Road,1063,Monthly,5,Yellow 360 YOLO,0177,,10/31/2018,
